0301_rg_0_sec_0,4,1,10.0,41777.33810796212,0.0,0.0,39223.45314026861,0.0,0.0,
0301_rg_0_sec_0,4,1,15.0,41735.58248780999,0.0,0.0,38906.501287355466,0.0,0.0,
0301_rg_0_sec_0,4,1,20.0,41896.525980238075,0.02,1.3510652276335122,38770.77802359921,0.0,0.0,
0301_rg_0_sec_0,4,1,25.0,41762.965937211615,0.0,0.0,38766.23299085437,0.0,0.0,
0301_rg_0_sec_0,4,1,30.0,41740.51169374014,0.0,0.0,38756.85344588733,0.0,0.0,
0301_rg_0_sec_1,4,1,10.0,53689.44453959338,0.16,66.80136005629254,45679.54852434281,0.02,3.3432185864512576,
0301_rg_0_sec_1,4,1,15.0,47351.36363777073,0.06,15.60635738891142,44877.597953686694,0.02,11.613345285840524,
0301_rg_0_sec_1,4,1,20.0,46034.13803803747,0.04,4.616221277864042,43332.578099249324,0.02,1.2730026914127848,
0301_rg_0_sec_1,4,1,25.0,46418.19396255799,0.06,7.404902822324061,43605.52528600154,0.02,2.4199562769028944,
0301_rg_0_sec_1,4,1,30.0,49436.4254963491,0.04,32.72712149382687,43489.72507805693,0.02,2.4199562769028944,
0301_rg_0_sec_2,4,1,10.0,41657.796321897695,0.06,17.181763336366316,39563.905505597286,0.06,9.062857631236852,
0301_rg_0_sec_2,4,1,15.0,42583.68459533742,0.08,24.252969678025124,38962.45449262867,0.06,5.992837040727636,
0301_rg_0_sec_2,4,1,20.0,41813.06725994804,0.1,17.8724741855641,39522.04423642884,0.1,10.290881087153139,
0301_rg_0_sec_2,4,1,25.0,41700.8950425446,0.06,17.181763336366316,39905.3801749283,0.04,14.042199019648706,
0301_rg_0_sec_2,4,1,30.0,42120.17144170862,0.08,20.188771232542877,38776.2399663792,0.02,4.012911247089619,
0301_rg_0_sec_3,4,1,10.0,44125.90452602675,0.06,6.909270843972649,40515.13120378612,0.04,2.1839878284037013,
0301_rg_0_sec_3,4,1,15.0,45674.480288614235,0.12,19.79362819287644,41644.59717531621,0.06,11.843799161608445,
0301_rg_0_sec_3,4,1,20.0,43968.2397339818,0.06,5.642272622618293,40740.493205583145,0.06,7.455641352000498,
0301_rg_0_sec_3,4,1,25.0,48886.71135978588,0.12,46.289124022802866,40617.26205457092,0.06,5.376769799906924,
0301_rg_0_sec_3,4,1,30.0,45679.26183936861,0.12,19.79362819287644,41013.95895090109,0.06,9.662620184359525,
0301_rg_1_sec_0,4,1,10.0,41014.5802424762,0.04,2.593129770923497,39321.61722297092,0.04,2.593129770923497,
0301_rg_1_sec_0,4,1,15.0,40581.81549298693,0.0,0.0,36793.333662253885,0.0,0.0,
0301_rg_1_sec_0,4,1,20.0,40538.03656676705,0.0,0.0,38680.9740363543,0.02,1.3368768024811288,
0301_rg_1_sec_0,4,1,25.0,58091.0521334612,0.2,143.48288871954162,36925.51163597646,0.02,3.5591389504268136,
0301_rg_1_sec_0,4,1,30.0,70809.10037966588,0.22,248.61979105908085,36427.466567033574,0.0,0.0,
