0301_rg_0_sec_0,3,1,20.0,42045.34052721611,0.02,0.35106518254656294,38977.281401117296,0.0,0.0,
0301_rg_0_sec_0,3,2,20.0,42527.70024433606,0.04,1.1449579008178716,39641.53249568617,0.04,1.1449579008178716,
0301_rg_0_sec_0,4,1,20.0,41702.50435372972,0.0,0.0,38917.96345940825,0.0,0.0,
0301_rg_0_sec_0,4,2,20.0,41718.57292155222,0.0,0.0,38799.36577994619,0.0,0.0,
0301_rg_0_sec_0,5,1,20.0,41671.457017909066,0.0,0.0,38804.24664620709,0.0,0.0,
0301_rg_0_sec_0,5,2,20.0,41666.755163288326,0.0,0.0,38884.9209758902,0.0,0.0,
0301_rg_0_sec_1,3,1,20.0,63134.37359488867,0.1,29.32005154500348,47945.57393193483,0.04,7.348240163012861,
0301_rg_0_sec_1,3,2,20.0,72797.67116852653,0.1,45.32348224962038,47831.75822152663,0.04,7.348240163012861,
0301_rg_0_sec_1,4,1,20.0,59231.47577876134,0.04,22.913812568695676,43424.48621642869,0.0,0.0,
0301_rg_0_sec_1,4,2,20.0,49978.71824655689,0.06,7.528291064544419,43296.23376032272,0.0,0.0,
0301_rg_0_sec_1,5,1,20.0,48549.561796137146,0.04,5.271502462885337,43381.8406469891,0.0,0.0,
0301_rg_0_sec_1,5,2,20.0,50166.947239379566,0.04,7.89320175658554,43223.95671435696,0.0,0.0,
0301_rg_0_sec_2,3,1,20.0,50470.87073600577,0.08,17.88536459065324,40237.74260414786,0.02,3.012911244554175,
0301_rg_0_sec_2,3,2,20.0,55899.55009583144,0.14,26.93528079640123,44478.362482946446,0.06,10.16886223468748,
0301_rg_0_sec_2,4,1,20.0,49900.489775094306,0.06,17.181763336366316,40043.30844478969,0.04,3.048542836409524,
0301_rg_0_sec_2,4,2,20.0,45294.18076102739,0.04,9.287269176611858,39954.53008752319,0.02,3.012911244554175,
0301_rg_0_sec_2,5,1,20.0,49835.28462199601,0.06,17.181763336366316,39821.91812547413,0.02,3.012911244554175,
0301_rg_0_sec_2,5,2,20.0,42170.40138733848,0.06,4.298429961852207,39830.406473966774,0.02,3.012911244554175,
0301_rg_0_sec_3,3,1,20.0,58266.809427594824,0.12,24.84901511726048,42850.26505058675,0.04,4.040454951714651,
0301_rg_0_sec_3,3,2,20.0,121316.78088585613,0.14,129.81432038445837,54357.036963197104,0.06,23.84772374063573,
0301_rg_0_sec_3,4,1,20.0,46672.49298263519,0.06,5.642272622618293,42260.98949145553,0.04,4.040454951714651,
0301_rg_0_sec_3,4,2,20.0,47434.755969244645,0.06,6.909270843972649,39740.00336099609,0.0,0.0,
0301_rg_0_sec_3,5,1,20.0,48017.25635357279,0.06,7.949829031267996,39883.961199705016,0.0,0.0,
0301_rg_0_sec_3,5,2,20.0,46629.906765253305,0.06,5.642272622618293,39540.99841346563,0.0,0.0,
0301_rg_1_sec_0,3,1,20.0,45073.35995260427,0.04,7.253273811224062,36388.22087810365,0.0,0.0,
0301_rg_1_sec_0,3,2,20.0,40659.35583301004,0.0,0.0,36056.08760626687,0.0,0.0,
0301_rg_1_sec_0,4,1,20.0,40524.70883397637,0.0,0.0,36171.2844596434,0.0,0.0,
0301_rg_1_sec_0,4,2,20.0,40475.7336270837,0.0,0.0,35990.964393787435,0.0,0.0,
0301_rg_1_sec_0,5,1,20.0,40440.07362596337,0.0,0.0,36078.18983064817,0.0,0.0,
0301_rg_1_sec_0,5,2,20.0,40436.91079177777,0.0,0.0,35977.98126075538,0.0,0.0,
0301_rg_1_sec_1,3,1,20.0,44555.79847499165,0.0,0.0,39848.14265865522,0.0,0.0,
0301_rg_1_sec_1,3,2,20.0,44554.71238348866,0.0,0.0,39907.974433930896,0.0,0.0,
0301_rg_1_sec_1,4,1,20.0,44510.554352094565,0.0,0.0,39751.10117526938,0.0,0.0,
0301_rg_1_sec_1,4,2,20.0,44514.9571395746,0.0,0.0,44514.9571395746,0.0,0.0,
0301_rg_1_sec_1,5,1,20.0,44485.53561197632,0.0,0.0,39726.22236255992,0.0,0.0,
0301_rg_1_sec_1,5,2,20.0,44485.50227864494,0.0,0.0,39680.39412537028,0.0,0.0,
0301_rg_1_sec_2,3,1,20.0,71989.55155884438,0.06,53.44346194896228,62900.1263136032,0.06,51.44346194887622,
0301_rg_1_sec_2,3,2,20.0,74760.37999353737,0.06,58.068291087161796,62708.26385569995,0.06,51.450995432316375,
0301_rg_1_sec_2,4,1,20.0,69355.44171924607,0.06,49.10283995215558,60306.20344143175,0.04,47.44734792454675,
0301_rg_1_sec_2,4,2,20.0,68302.25117869946,0.04,47.44734792454675,60070.420348808424,0.04,47.44734792454675,
0301_rg_1_sec_2,5,1,20.0,68273.44358931953,0.04,47.44734792454675,60250.806964577554,0.04,47.44734792454675,
0301_rg_1_sec_2,5,2,20.0,68265.44419959346,0.04,47.44734792454675,60217.3167599621,0.04,47.44734792454675,
0301_rg_1_sec_3,3,1,20.0,117885.8532431859,0.1,129.91071851479532,103730.77710115432,0.04,123.51562185029476,
0301_rg_1_sec_3,3,2,20.0,117860.69321966099,0.1,129.91071851479532,103337.4730794808,0.04,123.51562185029476,
0301_rg_1_sec_3,4,1,20.0,116975.39091318025,0.06,128.52152656460586,103613.98420018771,0.04,123.51562185029476,
0301_rg_1_sec_3,4,2,20.0,113910.79405259521,0.04,123.51562185029476,103324.84269053223,0.04,123.51562185029476,
0301_rg_1_sec_3,5,1,20.0,114071.51830869354,0.06,123.82023362349352,103644.07699805382,0.04,123.51562185029476,
0301_rg_1_sec_3,5,2,20.0,113870.63718539166,0.04,123.51562185029476,103303.29208234638,0.04,123.51562185029476,
0301_rg_2_sec_0,3,1,20.0,248125.984009507,0.4,345.6258472728915,204407.04039842336,0.32,278.72114786938084,
0301_rg_2_sec_0,3,2,20.0,168632.79769306295,0.3,213.38835082960804,123849.08747660801,0.24,144.87193136561052,
0301_rg_2_sec_0,4,1,20.0,182526.7894661476,0.18,236.6362498852908,166692.8511115082,0.14,215.55442385900096,
0301_rg_2_sec_0,4,2,20.0,107184.11000998419,0.22,111.19507390664796,91429.09573113901,0.18,89.78313459805236,
0301_rg_2_sec_0,5,1,20.0,71274.14671762526,0.2,51.50578007131503,62134.395467191884,0.14,42.03587842982006,
0301_rg_2_sec_0,5,2,20.0,72611.91918632854,0.08,53.80350354586426,68019.30040062372,0.06,50.938548350725,
0301_rg_2_sec_1,3,1,20.0,42826.21019639151,0.0,0.0,39045.933384723874,0.0,0.0,
0301_rg_2_sec_1,3,2,20.0,42832.46750583194,0.0,0.0,38298.10731096419,0.0,0.0,
0301_rg_2_sec_1,4,1,20.0,42779.86848447979,0.0,0.0,38508.91482644345,0.0,0.0,
0301_rg_2_sec_1,4,2,20.0,42769.51771402605,0.0,0.0,38240.40138209013,0.0,0.0,
0301_rg_2_sec_1,5,1,20.0,42755.00034115724,0.0,0.0,38607.20664934395,0.0,0.0,
0301_rg_2_sec_1,5,2,20.0,42756.12573931576,0.0,0.0,38327.70383847567,0.0,0.0,
0301_rg_2_sec_2,3,1,20.0,46535.219891996465,0.02,6.081196955593327,41739.776799863495,0.0,0.0,
0301_rg_2_sec_2,3,2,20.0,46534.76989199757,0.02,6.081196955593327,44480.436338818465,0.02,6.081196955593327,
0301_rg_2_sec_2,4,1,20.0,42752.66173867557,0.0,0.0,41329.5563882197,0.0,0.0,
0301_rg_2_sec_2,4,2,20.0,42756.305152647394,0.0,0.0,41486.366294311316,0.0,0.0,
0301_rg_2_sec_2,5,1,20.0,42719.98377579923,0.0,0.0,40653.75955522156,0.0,0.0,
0301_rg_2_sec_2,5,2,20.0,42713.35993038057,0.0,0.0,41312.56758804223,0.0,0.0,
0301_rg_2_sec_3,3,1,20.0,149475.5129721686,0.08,178.57167799724994,138486.90350970527,0.06,177.29085721816432,
